Time;Speed;Voltage;Current;Distance;Altitude;Date;SpeedGPS;Latitude;Longitude;AccuracyPosition;BatteryPercentage;WrongCRCs;AssistLevel;OffRoadMode;ErrorCode;DisplayTemp;MotorTemp;
09:36:13.923;17.13;51.36;2.00;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:14.132;17.13;51.36;2.00;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:14.343;17.64;51.51;2.50;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:14.553;17.64;51.44;2.00;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:14.793;18.14;51.44;2.00;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:15.064;18.14;51.51;2.00;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:15.333;18.52;51.36;1.50;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:15.513;18.52;51.58;2.00;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:15.693;18.90;51.44;2.00;0.22;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:15.933;19.15;51.58;2.00;0.23;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:16.083;19.15;51.65;1.50;0.23;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;2;0;1;26;255;
09:36:16.532;19.40;51.29;1.50;0.23;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:16.712;19.40;51.29;2.50;0.23;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:16.982;19.40;51.29;2.50;0.23;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:17.192;19.65;51.36;3.00;0.23;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:17.343;19.65;51.29;3.00;0.23;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;27;255;
09:36:17.553;19.78;51.29;3.50;0.23;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;27;255;
09:36:17.762;20.03;51.29;3.50;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:17.913;20.03;51.08;3.50;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:18.182;20.41;51.36;3.50;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:18.333;20.41;51.36;3.00;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;27;255;
09:36:18.483;20.79;51.22;3.00;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:18.693;20.79;51.36;2.50;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:18.933;21.04;51.44;2.00;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:19.141;21.16;51.65;1.50;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:19.413;21.16;51.65;1.50;0.24;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:19.563;21.29;51.72;1.00;0.25;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;24;255;
09:36:19.864;21.29;51.72;1.00;0.25;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:20.073;21.29;51.72;1.00;0.25;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;24;255;
09:36:20.283;21.29;51.72;1.00;0.25;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;27;255;
09:36:20.552;21.42;51.72;1.00;0.25;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:20.763;21.42;51.65;1.00;0.25;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:21.034;21.42;51.79;0.50;0.25;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;27;255;
09:36:21.303;21.42;51.79;1.00;0.26;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;3;0;1;26;255;
09:36:21.483;21.42;51.79;0.50;0.26;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:21.693;21.42;51.51;1.00;0.26;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:21.903;21.42;51.58;2.00;0.26;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:22.113;21.42;51.51;1.50;0.26;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:22.351;21.42;51.44;2.50;0.26;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:22.564;21.42;51.58;2.00;0.26;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:22.773;21.54;51.22;2.00;0.26;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:22.982;21.54;51.15;2.50;0.27;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:23.193;21.67;51.08;2.50;0.27;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:23.493;21.79;50.87;3.00;0.27;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;24;255;
09:36:23.854;21.79;51.01;3.50;0.27;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:24.063;22.05;51.22;3.50;0.27;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:24.273;22.17;51.15;3.00;0.27;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:24.483;22.17;51.36;2.50;0.28;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:24.755;22.30;51.22;3.00;0.28;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:24.964;22.30;51.29;3.00;0.28;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:25.203;22.30;51.15;2.50;0.28;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:25.443;22.42;51.29;3.00;0.28;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:25.683;22.42;51.36;2.50;0.28;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:25.893;22.55;51.36;2.00;0.28;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:26.074;22.68;51.65;2.00;0.29;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:26.343;22.93;51.65;1.00;0.29;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:26.553;22.93;51.86;0.50;0.29;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;26;255;
09:36:26.762;22.93;51.58;0.50;0.29;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:26.973;22.93;51.44;1.50;0.29;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:27.244;22.93;51.51;1.50;0.29;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:27.423;22.80;51.36;2.00;0.29;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:27.633;22.80;51.44;2.00;0.29;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:27.903;22.80;51.29;2.50;0.30;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:28.113;22.80;51.22;2.50;0.30;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:28.323;22.68;51.22;2.50;0.30;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:28.533;22.68;51.08;2.50;0.30;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:28.773;22.68;51.01;3.50;0.30;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:28.984;22.68;51.29;3.50;0.30;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;24;255;
09:36:29.194;22.68;51.15;3.50;0.30;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:29.402;22.80;51.22;3.50;0.31;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:29.612;22.80;51.15;3.50;0.31;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:29.824;22.80;51.29;2.50;0.31;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:30.064;22.68;51.01;4.00;0.31;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:30.273;22.80;51.29;3.50;0.31;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:30.634;22.80;51.36;3.00;0.31;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:30.843;22.93;51.36;3.00;0.32;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:31.057;23.05;51.51;2.00;0.32;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:31.263;23.05;51.65;1.50;0.32;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:31.473;23.18;51.58;1.50;0.32;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:31.683;23.31;51.79;1.00;0.32;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:31.893;23.31;51.72;0.50;0.32;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:32.164;23.43;51.86;0.50;0.32;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:32.402;23.43;51.72;0.50;0.33;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:32.612;23.43;51.79;0.50;0.33;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:32.853;23.43;51.86;0.50;0.33;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:33.034;23.43;51.86;0.50;0.33;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:33.183;23.56;51.79;0.50;0.33;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:33.572;23.56;51.86;0.50;0.33;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:33.753;23.56;51.79;0.50;0.33;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:33.962;23.56;51.72;0.50;0.34;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:34.233;23.56;51.79;0.50;0.34;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:34.473;23.68;51.86;0.50;0.34;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:34.623;23.68;51.79;0.00;0.34;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:34.833;23.68;51.72;0.50;0.34;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:35.043;23.68;51.72;0.50;0.34;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:35.312;23.68;51.86;0.50;0.34;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:35.522;23.81;51.86;0.00;0.35;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:35.822;23.81;51.86;0.50;0.35;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:36.061;23.81;51.86;0.50;0.35;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:36.273;23.94;51.86;0.50;0.35;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:36.454;23.94;51.86;0.50;0.35;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:36.694;23.81;51.51;0.50;0.35;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;24;255;
09:36:36.965;23.81;51.86;0.50;0.36;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:37.173;23.81;51.72;0.50;0.36;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:37.382;23.81;51.79;0.50;0.36;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:37.593;23.68;51.86;0.50;0.36;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;26;255;
09:36:37.743;23.68;51.86;0.50;0.36;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:37.983;23.68;51.79;0.50;0.36;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:38.164;23.81;51.72;0.50;0.36;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:38.402;23.81;51.86;0.00;0.36;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:38.673;23.81;51.86;0.00;0.37;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:38.883;23.94;51.72;0.50;0.37;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:39.093;23.94;51.79;0.50;0.37;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:39.273;24.06;51.72;0.50;0.37;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:39.453;24.06;51.79;0.50;0.37;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:39.663;24.06;51.79;0.50;0.37;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:39.843;23.94;51.86;0.50;0.37;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:40.053;24.06;51.86;0.50;0.38;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:40.264;24.06;51.86;0.50;0.38;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:40.474;24.06;51.72;0.50;0.38;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;24;255;
09:36:40.832;24.19;51.79;0.50;0.38;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:41.043;24.19;51.86;0.50;0.38;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:41.253;24.19;51.79;0.00;0.38;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:41.464;24.19;51.79;0.00;0.39;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:41.613;24.19;51.79;0.00;0.39;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:41.883;24.19;51.79;0.50;0.39;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:42.093;24.19;51.79;0.50;0.39;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:42.362;24.06;51.79;0.50;0.39;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:42.603;23.94;51.79;0.00;0.39;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:42.813;23.94;51.93;0.00;0.39;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:43.025;23.94;52.00;0.00;0.40;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:43.233;23.81;52.00;0.00;0.40;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:43.412;23.81;52.00;0.00;0.40;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:43.651;23.68;52.00;0.00;0.40;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:43.834;23.56;52.00;0.00;0.40;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:44.043;23.56;51.93;0.00;0.40;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:44.193;23.43;51.93;0.00;0.40;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:44.403;23.43;51.93;0.00;0.40;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:44.613;23.31;51.93;0.00;0.41;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:44.913;23.18;51.93;0.00;0.41;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:45.123;23.18;51.93;0.00;0.41;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:45.333;23.05;51.93;0.00;0.41;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:45.483;22.80;51.93;0.00;0.41;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:45.693;22.80;51.72;0.00;0.41;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;24;255;
09:36:45.931;22.68;52.00;0.00;0.41;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:46.115;22.68;52.00;0.00;0.42;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:46.383;22.55;52.00;0.00;0.42;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:46.593;22.30;52.00;0.00;0.42;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:46.833;22.17;52.00;0.00;0.42;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:46.983;22.17;52.00;0.00;0.42;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:47.193;21.92;52.00;0.00;0.42;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:47.403;21.92;52.00;0.00;0.42;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:47.613;21.79;52.00;0.00;0.42;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:47.823;21.79;52.00;0.00;0.43;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:48.063;21.67;52.00;0.00;0.43;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:48.243;21.54;52.00;0.00;0.43;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;5;0;1;27;255;
09:36:48.467;21.54;52.00;0.00;0.43;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:48.664;21.54;52.07;0.00;0.43;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:48.964;21.42;52.07;0.00;0.43;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:49.203;21.42;52.07;0.00;0.43;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:49.533;21.29;52.07;0.00;0.44;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:49.774;21.16;52.07;0.00;0.44;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:50.075;20.91;52.07;0.00;0.44;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:50.283;20.91;52.07;0.00;0.44;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:50.493;20.79;52.07;0.00;0.44;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:50.705;20.79;52.07;0.00;0.44;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:50.913;20.41;52.07;0.00;0.44;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:51.183;20.41;52.07;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:51.422;19.15;52.07;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:51.633;19.15;52.07;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:51.843;19.15;52.07;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:52.053;18.27;52.07;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:52.323;18.27;52.00;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:52.533;17.51;51.65;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;25;255;
09:36:52.774;17.51;52.00;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:52.983;16.88;52.07;0.00;0.45;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:53.193;16.88;52.07;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:53.374;16.38;52.07;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:53.553;16.38;52.07;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:53.793;16.38;52.07;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;25;255;
09:36:53.943;16.00;52.07;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:54.361;16.00;52.07;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:54.604;14.49;52.00;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:54.845;14.49;52.00;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:55.143;12.22;52.00;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:55.443;12.22;52.00;0.00;0.46;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
09:36:55.863;12.22;52.00;0.00;0.47;48.46;2021-11-03;0.03;32.1779358044765;34.8671486768679;16.68;78;0;4;0;1;27;255;
